2026-02-07 10:31:03.393 [background-preinit][TID: N/A][trace:] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2026-02-07 13:32:51.235 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService -  handleCalcAgentCommission : startTime:1754841600000,endTime:1754927999999,siteCode:Lq5c4J
2026-02-07 13:32:51.301 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - reqUrl:/nacos-api/commissionReview/api/calcAgentCommission
2026-02-07 13:32:51.301 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====http Response====: [{"code":10000,"message":"PROMPT_10000","transactionId":"","data":null,"messAppend":null,"ok":true}]
2026-02-07 13:32:51.309 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [POST] [/nacos-api/commissionReview/api/calcAgentCommission]
2026-02-07 13:32:51.309 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestHeaders====: [{traceId=482399805876379648, siteCode=0, Accept=*/*, timezone=UTC-5, Connection=Keep-Alive, User-Agent=okhttp/4.10.0, reqClientSource=1, Host=192.168.62.93:7010, requestIp=127.0.0.1, userAgent=okhttp/4.10.0, Accept-Encoding=gzip, oneId=123456789123, userAccount=feng01, Accept-Language=zh-CN, Content-Length=468, X-Custom=m.bw2a.net, Content-Type=application/json}]
2026-02-07 13:32:51.310 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"siteCode":"Lq5c4J","startTime":1754841600000,"endTime":1754927999999,"flushTime":1754928000000,"timeZoneStr":"UTC+8","currencyCode":"PHP","venueType":3,"records":[{"siteCode":"Lq5c4J","agentId":"6541732","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":97.5000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8083892","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":10.0000,"roomType":null}]}]
2026-02-07 13:32:51.322 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService -  handleCalcAgentCommission : startTime:1754841600000,endTime:1754927999999,siteCode:Lq5c4J
2026-02-07 13:32:51.860 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - reqUrl:/nacos-api/commissionReview/api/calcAgentCommission
2026-02-07 13:32:51.861 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====http Response====: [{"code":10000,"message":"PROMPT_10000","transactionId":"","data":null,"messAppend":null,"ok":true}]
2026-02-07 13:32:51.923 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [POST] [/nacos-api/commissionReview/api/calcAgentCommission]
2026-02-07 13:32:51.925 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestHeaders====: [{traceId=482399805876379648, siteCode=0, Accept=*/*, timezone=UTC-5, Connection=Keep-Alive, User-Agent=okhttp/4.10.0, reqClientSource=1, Host=192.168.62.93:7010, requestIp=127.0.0.1, userAgent=okhttp/4.10.0, Accept-Encoding=gzip, oneId=123456789123, userAccount=feng01, Accept-Language=zh-CN, Content-Length=468, X-Custom=m.bw2a.net, Content-Type=application/json}]
2026-02-07 13:32:51.927 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"siteCode":"Lq5c4J","startTime":1754841600000,"endTime":1754927999999,"flushTime":1754928000000,"timeZoneStr":"UTC+8","currencyCode":"PHP","venueType":4,"records":[{"siteCode":"Lq5c4J","agentId":"6541732","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":97.5000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8083892","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":10.0000,"roomType":null}]}]
2026-02-07 13:32:52.007 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService -  handleCalcAgentCommission : startTime:1754841600000,endTime:1754927999999,siteCode:Lq5c4J
2026-02-07 13:32:52.538 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - reqUrl:/nacos-api/commissionReview/api/calcAgentCommission
2026-02-07 13:32:52.538 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====http Response====: [{"code":10000,"message":"PROMPT_10000","transactionId":"","data":null,"messAppend":null,"ok":true}]
2026-02-07 13:32:52.550 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [POST] [/nacos-api/commissionReview/api/calcAgentCommission]
2026-02-07 13:32:52.551 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestHeaders====: [{traceId=482399805876379648, siteCode=0, Accept=*/*, timezone=UTC-5, Connection=Keep-Alive, User-Agent=okhttp/4.10.0, reqClientSource=1, Host=192.168.62.93:7010, requestIp=127.0.0.1, userAgent=okhttp/4.10.0, Accept-Encoding=gzip, oneId=123456789123, userAccount=feng01, Accept-Language=zh-CN, Content-Length=468, X-Custom=m.bw2a.net, Content-Type=application/json}]
2026-02-07 13:32:52.552 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"siteCode":"Lq5c4J","startTime":1754841600000,"endTime":1754927999999,"flushTime":1754928000000,"timeZoneStr":"UTC+8","currencyCode":"PHP","venueType":5,"records":[{"siteCode":"Lq5c4J","agentId":"6541732","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":97.5000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8083892","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":10.0000,"roomType":null}]}]
2026-02-07 13:32:52.565 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService -  handleCalcAgentCommission : startTime:1754841600000,endTime:1754927999999,siteCode:Lq5c4J
2026-02-07 13:32:52.617 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - reqUrl:/nacos-api/commissionReview/api/calcAgentCommission
2026-02-07 13:32:52.617 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====http Response====: [{"code":10000,"message":"PROMPT_10000","transactionId":"","data":null,"messAppend":null,"ok":true}]
2026-02-07 13:32:52.627 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [POST] [/nacos-api/commissionReview/api/calcAgentCommission]
2026-02-07 13:32:52.627 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestHeaders====: [{traceId=482399805876379648, siteCode=0, Accept=*/*, timezone=UTC-5, Connection=Keep-Alive, User-Agent=okhttp/4.10.0, reqClientSource=1, Host=192.168.62.93:7010, requestIp=127.0.0.1, userAgent=okhttp/4.10.0, Accept-Encoding=gzip, oneId=123456789123, userAccount=feng01, Accept-Language=zh-CN, Content-Length=468, X-Custom=m.bw2a.net, Content-Type=application/json}]
2026-02-07 13:32:52.628 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"siteCode":"Lq5c4J","startTime":1754841600000,"endTime":1754927999999,"flushTime":1754928000000,"timeZoneStr":"UTC+8","currencyCode":"PHP","venueType":6,"records":[{"siteCode":"Lq5c4J","agentId":"6541732","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":97.5000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8083892","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":10.0000,"roomType":null}]}]
2026-02-07 13:32:52.641 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService -  handleCalcAgentCommission : startTime:1754841600000,endTime:1754927999999,siteCode:Lq5c4J
2026-02-07 13:32:52.693 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - reqUrl:/nacos-api/commissionReview/api/calcAgentCommission
2026-02-07 13:32:52.693 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====http Response====: [{"code":10000,"message":"PROMPT_10000","transactionId":"","data":null,"messAppend":null,"ok":true}]
2026-02-07 13:32:52.703 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [POST] [/nacos-api/commissionReview/api/calcAgentCommission]
2026-02-07 13:32:52.703 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestHeaders====: [{traceId=482399805876379648, siteCode=0, Accept=*/*, timezone=UTC-5, Connection=Keep-Alive, User-Agent=okhttp/4.10.0, reqClientSource=1, Host=192.168.62.93:7010, requestIp=127.0.0.1, userAgent=okhttp/4.10.0, Accept-Encoding=gzip, oneId=123456789123, userAccount=feng01, Accept-Language=zh-CN, Content-Length=468, X-Custom=m.bw2a.net, Content-Type=application/json}]
2026-02-07 13:32:52.705 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"siteCode":"Lq5c4J","startTime":1754841600000,"endTime":1754927999999,"flushTime":1754928000000,"timeZoneStr":"UTC+8","currencyCode":"PHP","venueType":7,"records":[{"siteCode":"Lq5c4J","agentId":"6541732","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":97.5000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8083892","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":10.0000,"roomType":null}]}]
2026-02-07 13:32:52.718 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService -  handleCalcAgentCommission : startTime:1754841600000,endTime:1754927999999,siteCode:Lq5c4J
2026-02-07 13:32:52.784 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - reqUrl:/nacos-api/commissionReview/api/calcAgentCommission
2026-02-07 13:32:52.785 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====http Response====: [{"code":10000,"message":"PROMPT_10000","transactionId":"","data":null,"messAppend":null,"ok":true}]
2026-02-07 13:32:52.796 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [POST] [/nacos-api/commissionReview/api/calcAgentCommission]
2026-02-07 13:32:52.796 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestHeaders====: [{traceId=482399805876379648, siteCode=0, Accept=*/*, timezone=UTC-5, Connection=Keep-Alive, User-Agent=okhttp/4.10.0, reqClientSource=1, Host=192.168.62.93:7010, requestIp=127.0.0.1, userAgent=okhttp/4.10.0, Accept-Encoding=gzip, oneId=123456789123, userAccount=feng01, Accept-Language=zh-CN, Content-Length=468, X-Custom=m.bw2a.net, Content-Type=application/json}]
2026-02-07 13:32:52.800 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"siteCode":"Lq5c4J","startTime":1754841600000,"endTime":1754927999999,"flushTime":1754928000000,"timeZoneStr":"UTC+8","currencyCode":"PHP","venueType":8,"records":[{"siteCode":"Lq5c4J","agentId":"6541732","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":97.5000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8083892","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":10.0000,"roomType":null}]}]
2026-02-07 13:32:52.813 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService -  handleCalcAgentCommission : startTime:1754841600000,endTime:1754927999999,siteCode:Lq5c4J
2026-02-07 13:32:52.877 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - reqUrl:/nacos-api/commissionReview/api/calcAgentCommission
2026-02-07 13:32:52.877 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====http Response====: [{"code":10000,"message":"PROMPT_10000","transactionId":"","data":null,"messAppend":null,"ok":true}]
2026-02-07 13:32:52.889 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [POST] [/nacos-api/commissionReview/api/calcAgentCommission]
2026-02-07 13:32:52.889 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestHeaders====: [{traceId=482399805876379648, siteCode=0, Accept=*/*, timezone=UTC-5, Connection=Keep-Alive, User-Agent=okhttp/4.10.0, reqClientSource=1, Host=192.168.62.93:7010, requestIp=127.0.0.1, userAgent=okhttp/4.10.0, Accept-Encoding=gzip, oneId=123456789123, userAccount=feng01, Accept-Language=zh-CN, Content-Length=468, X-Custom=m.bw2a.net, Content-Type=application/json}]
2026-02-07 13:32:52.892 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"siteCode":"Lq5c4J","startTime":1754841600000,"endTime":1754927999999,"flushTime":1754928000000,"timeZoneStr":"UTC+8","currencyCode":"PHP","venueType":9,"records":[{"siteCode":"Lq5c4J","agentId":"6541732","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":97.5000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8083892","dayMillis":1754841600000,"venueType":4,"currency":"PHP","betAmount":0,"validAmount":10.0000,"roomType":null}]}]
2026-02-07 13:32:52.903 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService -  handleCalcAgentCommission : startTime:1754841600000,endTime:1754927999999,siteCode:Lq5c4J
2026-02-07 13:32:52.970 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - reqUrl:/nacos-api/commissionReview/api/calcAgentCommission
2026-02-07 13:32:52.970 [XNIO-1 task-2][TID: N/A][trace:482399805876379648] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====http Response====: [{"code":10000,"message":"PROMPT_10000","transactionId":"","data":null,"messAppend":null,"ok":true}]
2026-02-07 13:34:02.660 [XNIO-1 task-2][TID: N/A][trace:482400166955622400] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [POST] [/nacos-api/commissionReview/api/calcAgentCommission]
2026-02-07 13:34:02.662 [XNIO-1 task-2][TID: N/A][trace:482400166955622400] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestHeaders====: [{traceId=482400166955622400, siteCode=0, Accept=*/*, timezone=UTC-5, Connection=Keep-Alive, User-Agent=okhttp/4.10.0, reqClientSource=1, Host=192.168.62.93:7010, requestIp=127.0.0.1, userAgent=okhttp/4.10.0, Accept-Encoding=gzip, oneId=123456789123, userAccount=feng01, Accept-Language=zh-CN, Content-Length=1844, X-Custom=m.bw2a.net, Content-Type=application/json}]
2026-02-07 13:34:02.671 [XNIO-1 task-2][TID: N/A][trace:482400166955622400] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"siteCode":"Lq5c4J","startTime":1754841600000,"endTime":1754927999999,"flushTime":1754928000000,"timeZoneStr":"UTC+8","currencyCode":"KVND","venueType":1,"records":[{"siteCode":"Lq5c4J","agentId":"8254189","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":9453.0000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"6127109","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":3950.4000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8047944","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":2118.8200,"roomType":null},{"siteCode":"Lq5c4J","agentId":"8615736","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":449.0000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"2724352","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":416.6900,"roomType":null},{"siteCode":"Lq5c4J","agentId":"6906768","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":231.6000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"2789761","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":40.3000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"6182652","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":9.0000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"6547859","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":5.5000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"2361286","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":2.9000,"roomType":null},{"siteCode":"Lq5c4J","agentId":"4665625","dayMillis":1754841600000,"venueType":4,"currency":"KVND","betAmount":0,"validAmount":2.4500,"roomType":null}]}]
2026-02-07 13:34:02.692 [XNIO-1 task-2][TID: N/A][trace:482400166955622400] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService -  handleCalcAgentCommission : startTime:1754841600000,endTime:1754927999999,siteCode:Lq5c4J
2026-02-07 13:34:02.736 [XNIO-1 task-2][TID: N/A][trace:482400166955622400] INFO  c.c.b.a.s.c.AgentCommissionDailyCalcService - agent_commission_plan_turnover - selfPlan:AgentCommissionPlanTurnoverConfigVo(planId=null, settleCycle=null, newUserAmount=null, slotRate=null, lotteryRate=null, lotteryPlanId=null, liveRate=null, sportsRate=null, sportsPlanId=null, chessRate=null, esportsRate=null, esportsPlanId=null, cockfightRate=null, fishRate=null, marblesRebate=null)
